"date","level","name","disease","classification","i_cases"
2023-04-23,"Department","AMAMBAY","ARBOVIROSIS","PROBABLE",0
2023-04-23,"Department","AMAMBAY","ARBOVIROSIS","TOTAL",1
2023-04-24,"Department","CAAGUAZU","ARBOVIROSIS","SOSPECHOSO",4
2023-04-24,"Department","CAAGUAZU","ARBOVIROSIS","CONFIRMADO",0
2023-04-24,"Department","CAAGUAZU","ARBOVIROSIS","PROBABLE",0
2023-04-24,"Department","CAAGUAZU","ARBOVIROSIS","TOTAL",4
2023-04-24,"Department","MISIONES","ARBOVIROSIS","SOSPECHOSO",20
2023-04-24,"Department","MISIONES","ARBOVIROSIS","CONFIRMADO",0
2023-04-24,"Department","MISIONES","ARBOVIROSIS","PROBABLE",0
2023-04-24,"Department","MISIONES","ARBOVIROSIS","TOTAL",20
2023-04-24,"Department","ALTO PARAGUAY","ARBOVIROSIS","SOSPECHOSO",2
2023-04-24,"Department","ALTO PARAGUAY","ARBOVIROSIS","CONFIRMADO",0
2023-04-24,"Department","ALTO PARAGUAY","ARBOVIROSIS","PROBABLE",0
2023-04-24,"Department","ALTO PARAGUAY","ARBOVIROSIS","TOTAL",2
2023-04-24,"Department","PTE HAYES","ARBOVIROSIS","SOSPECHOSO",1
2023-04-24,"Department","PTE HAYES","ARBOVIROSIS","CONFIRMADO",0
2023-04-24,"Department","PTE HAYES","ARBOVIROSIS","PROBABLE",0
2023-04-24,"Department","PTE HAYES","ARBOVIROSIS","TOTAL",1
2023-04-21,"Department","ALTO PARAGUAY","ARBOVIROSIS","SOSPECHOSO",3
2023-04-21,"Department","ALTO PARAGUAY","ARBOVIROSIS","CONFIRMADO",0
2023-04-21,"Department","ALTO PARAGUAY","ARBOVIROSIS","PROBABLE",0
2023-04-21,"Department","ALTO PARAGUAY","ARBOVIROSIS","TOTAL",3
2023-04-26,"Department","CAAGUAZU","ARBOVIROSIS","SOSPECHOSO",3
2023-04-26,"Department","CAAGUAZU","ARBOVIROSIS","CONFIRMADO",0
2023-04-26,"Department","CAAGUAZU","ARBOVIROSIS","PROBABLE",0
2023-04-26,"Department","CAAGUAZU","ARBOVIROSIS","TOTAL",3
2023-04-20,"Department","CONCEPCION","ARBOVIROSIS","SOSPECHOSO",3
2023-04-20,"Department","CONCEPCION","ARBOVIROSIS","CONFIRMADO",0
2023-04-20,"Department","CONCEPCION","ARBOVIROSIS","PROBABLE",0
2023-04-20,"Department","CONCEPCION","ARBOVIROSIS","TOTAL",3
2023-04-21,"Department","CANINDEYU","ARBOVIROSIS","SOSPECHOSO",3
2023-04-21,"Department","CANINDEYU","ARBOVIROSIS","CONFIRMADO",0
2023-04-21,"Department","CANINDEYU","ARBOVIROSIS","PROBABLE",0
2023-04-21,"Department","CANINDEYU","ARBOVIROSIS","TOTAL",3
2023-04-25,"Department","ALTO PARAGUAY","ARBOVIROSIS","SOSPECHOSO",6
2023-04-25,"Department","ALTO PARAGUAY","ARBOVIROSIS","CONFIRMADO",0
2023-04-25,"Department","ALTO PARAGUAY","ARBOVIROSIS","PROBABLE",0
2023-04-25,"Department","ALTO PARAGUAY","ARBOVIROSIS","TOTAL",6
2023-04-22,"Department","ALTO PARAGUAY","ARBOVIROSIS","SOSPECHOSO",2
2023-04-22,"Department","ALTO PARAGUAY","ARBOVIROSIS","CONFIRMADO",0
2023-04-22,"Department","ALTO PARAGUAY","ARBOVIROSIS","PROBABLE",0
2023-04-22,"Department","ALTO PARAGUAY","ARBOVIROSIS","TOTAL",2
2023-04-26,"Department","ASUNCION","ARBOVIROSIS","SOSPECHOSO",11
2023-04-26,"Department","ASUNCION","ARBOVIROSIS","CONFIRMADO",0
2023-04-26,"Department","ASUNCION","ARBOVIROSIS","PROBABLE",0
2023-04-26,"Department","ASUNCION","ARBOVIROSIS","TOTAL",11
2023-04-24,"Department","AMAMBAY","ARBOVIROSIS","SOSPECHOSO",5
2023-04-24,"Department","AMAMBAY","ARBOVIROSIS","CONFIRMADO",0
2023-04-24,"Department","AMAMBAY","ARBOVIROSIS","PROBABLE",0
2023-04-24,"Department","AMAMBAY","ARBOVIROSIS","TOTAL",5
2023-04-26,"Department","NEEMBUCU","ARBOVIROSIS","SOSPECHOSO",7
2023-04-26,"Department","NEEMBUCU","ARBOVIROSIS","CONFIRMADO",0
2023-04-26,"Department","NEEMBUCU","ARBOVIROSIS","PROBABLE",0
2023-04-26,"Department","NEEMBUCU","ARBOVIROSIS","TOTAL",7
2023-04-25,"Department","NEEMBUCU","ARBOVIROSIS","SOSPECHOSO",4
2023-04-25,"Department","NEEMBUCU","ARBOVIROSIS","CONFIRMADO",0
2023-04-25,"Department","NEEMBUCU","ARBOVIROSIS","PROBABLE",0
2023-04-25,"Department","NEEMBUCU","ARBOVIROSIS","TOTAL",4
2023-04-25,"Department","GUAIRA","ARBOVIROSIS","SOSPECHOSO",8
2023-04-25,"Department","GUAIRA","ARBOVIROSIS","CONFIRMADO",0
2023-04-25,"Department","GUAIRA","ARBOVIROSIS","PROBABLE",0
2023-04-25,"Department","GUAIRA","ARBOVIROSIS","TOTAL",8
2023-04-22,"Department","PTE HAYES","ARBOVIROSIS","SOSPECHOSO",1
2023-04-22,"Department","PTE HAYES","ARBOVIROSIS","CONFIRMADO",0
2023-04-22,"Department","PTE HAYES","ARBOVIROSIS","PROBABLE",0
2023-04-22,"Department","PTE HAYES","ARBOVIROSIS","TOTAL",1
2023-04-24,"Department","GUAIRA","ARBOVIROSIS","SOSPECHOSO",3
2023-04-24,"Department","GUAIRA","ARBOVIROSIS","CONFIRMADO",0
2023-04-24,"Department","GUAIRA","ARBOVIROSIS","PROBABLE",0
2023-04-24,"Department","GUAIRA","ARBOVIROSIS","TOTAL",3
2023-04-26,"Department","MISIONES","ARBOVIROSIS","SOSPECHOSO",7
2023-04-26,"Department","MISIONES","ARBOVIROSIS","CONFIRMADO",0
2023-04-26,"Department","MISIONES","ARBOVIROSIS","PROBABLE",0
2023-04-26,"Department","MISIONES","ARBOVIROSIS","TOTAL",7
2023-04-25,"Department","CANINDEYU","ARBOVIROSIS","SOSPECHOSO",3
2023-04-25,"Department","CANINDEYU","ARBOVIROSIS","CONFIRMADO",0
2023-04-25,"Department","CANINDEYU","ARBOVIROSIS","PROBABLE",0
2023-04-25,"Department","CANINDEYU","ARBOVIROSIS","TOTAL",3
2023-04-22,"Department","CONCEPCION","ARBOVIROSIS","SOSPECHOSO",1
2023-04-22,"Department","CONCEPCION","ARBOVIROSIS","CONFIRMADO",0
2023-04-22,"Department","CONCEPCION","ARBOVIROSIS","PROBABLE",0
2023-04-22,"Department","CONCEPCION","ARBOVIROSIS","TOTAL",1
2023-04-20,"Department","PTE HAYES","ARBOVIROSIS","SOSPECHOSO",1
2023-04-20,"Department","PTE HAYES","ARBOVIROSIS","CONFIRMADO",0
2023-04-20,"Department","PTE HAYES","ARBOVIROSIS","PROBABLE",0
2023-04-20,"Department","PTE HAYES","ARBOVIROSIS","TOTAL",1
2023-04-26,"Department","CENTRAL","ARBOVIROSIS","SOSPECHOSO",45
2023-04-26,"Department","CENTRAL","ARBOVIROSIS","CONFIRMADO",0
2023-04-26,"Department","CENTRAL","ARBOVIROSIS","PROBABLE",0
2023-04-26,"Department","CENTRAL","ARBOVIROSIS","TOTAL",45
2023-04-24,"Department","CORDILLERA","ARBOVIROSIS","SOSPECHOSO",5
2023-04-24,"Department","CORDILLERA","ARBOVIROSIS","CONFIRMADO",0
2023-04-24,"Department","CORDILLERA","ARBOVIROSIS","PROBABLE",0
2023-04-24,"Department","CORDILLERA","ARBOVIROSIS","TOTAL",5
2023-04-25,"Department","MISIONES","ARBOVIROSIS","SOSPECHOSO",11
2023-04-25,"Department","MISIONES","ARBOVIROSIS","CONFIRMADO",0
2023-04-25,"Department","MISIONES","ARBOVIROSIS","PROBABLE",0
2023-04-25,"Department","MISIONES","ARBOVIROSIS","TOTAL",11
2023-04-26,"Department","ALTO PARAGUAY","ARBOVIROSIS","SOSPECHOSO",3
2023-04-26,"Department","ALTO PARAGUAY","ARBOVIROSIS","CONFIRMADO",0
2023-04-26,"Department","ALTO PARAGUAY","ARBOVIROSIS","PROBABLE",0
2023-04-26,"Department","ALTO PARAGUAY","ARBOVIROSIS","TOTAL",3
2023-04-27,"Department","CENTRAL","ARBOVIROSIS","SOSPECHOSO",52
2023-04-27,"Department","CENTRAL","ARBOVIROSIS","CONFIRMADO",0
2023-04-27,"Department","CENTRAL","ARBOVIROSIS","PROBABLE",0
2023-04-27,"Department","CENTRAL","ARBOVIROSIS","TOTAL",52
2023-04-25,"Department","CORDILLERA","ARBOVIROSIS","SOSPECHOSO",5
2023-04-25,"Department","CORDILLERA","ARBOVIROSIS","CONFIRMADO",0
2023-04-25,"Department","CORDILLERA","ARBOVIROSIS","PROBABLE",0
2023-04-25,"Department","CORDILLERA","ARBOVIROSIS","TOTAL",5
2023-04-27,"Department","SAN PEDRO","ARBOVIROSIS","SOSPECHOSO",5
2023-04-27,"Department","SAN PEDRO","ARBOVIROSIS","CONFIRMADO",0
2023-04-27,"Department","SAN PEDRO","ARBOVIROSIS","PROBABLE",0
2023-04-27,"Department","SAN PEDRO","ARBOVIROSIS","TOTAL",5
2023-04-27,"Department","MISIONES","ARBOVIROSIS","SOSPECHOSO",8
2023-04-27,"Department","MISIONES","ARBOVIROSIS","CONFIRMADO",0
2023-04-27,"Department","MISIONES","ARBOVIROSIS","PROBABLE",0
2023-04-27,"Department","MISIONES","ARBOVIROSIS","TOTAL",8
2023-04-24,"Department","CANINDEYU","ARBOVIROSIS","SOSPECHOSO",4
2023-04-24,"Department","CANINDEYU","ARBOVIROSIS","CONFIRMADO",0
2023-04-24,"Department","CANINDEYU","ARBOVIROSIS","PROBABLE",0
2023-04-24,"Department","CANINDEYU","ARBOVIROSIS","TOTAL",4
2023-04-25,"Department","ITAPUA","ARBOVIROSIS","SOSPECHOSO",1
2023-04-25,"Department","ITAPUA","ARBOVIROSIS","CONFIRMADO",0
2023-04-25,"Department","ITAPUA","ARBOVIROSIS","PROBABLE",0
2023-04-25,"Department","ITAPUA","ARBOVIROSIS","TOTAL",1
2023-04-26,"Department","SAN PEDRO","ARBOVIROSIS","SOSPECHOSO",6
2023-04-26,"Department","SAN PEDRO","ARBOVIROSIS","CONFIRMADO",0
2023-04-26,"Department","SAN PEDRO","ARBOVIROSIS","PROBABLE",0
2023-04-26,"Department","SAN PEDRO","ARBOVIROSIS","TOTAL",6
2023-04-27,"Department","CANINDEYU","ARBOVIROSIS","SOSPECHOSO",2
2023-04-27,"Department","CANINDEYU","ARBOVIROSIS","CONFIRMADO",0
2023-04-27,"Department","CANINDEYU","ARBOVIROSIS","PROBABLE",0
2023-04-27,"Department","CANINDEYU","ARBOVIROSIS","TOTAL",2
2023-04-27,"Department","AMAMBAY","ARBOVIROSIS","SOSPECHOSO",1
2023-04-27,"Department","AMAMBAY","ARBOVIROSIS","CONFIRMADO",0
2023-04-27,"Department","AMAMBAY","ARBOVIROSIS","PROBABLE",0
2023-04-27,"Department","AMAMBAY","ARBOVIROSIS","TOTAL",1
2023-04-28,"Department","ASUNCION","ARBOVIROSIS","SOSPECHOSO",15
2023-04-28,"Department","ASUNCION","ARBOVIROSIS","CONFIRMADO",0
2023-04-28,"Department","ASUNCION","ARBOVIROSIS","PROBABLE",0
2023-04-28,"Department","ASUNCION","ARBOVIROSIS","TOTAL",15
2023-04-25,"Department","CONCEPCION","ARBOVIROSIS","SOSPECHOSO",3
2023-04-25,"Department","CONCEPCION","ARBOVIROSIS","CONFIRMADO",0
2023-04-25,"Department","CONCEPCION","ARBOVIROSIS","PROBABLE",0
2023-04-25,"Department","CONCEPCION","ARBOVIROSIS","TOTAL",3
2023-04-28,"Department","CORDILLERA","ARBOVIROSIS","SOSPECHOSO",2
2023-04-28,"Department","CORDILLERA","ARBOVIROSIS","CONFIRMADO",0
2023-04-28,"Department","CORDILLERA","ARBOVIROSIS","PROBABLE",0
2023-04-28,"Department","CORDILLERA","ARBOVIROSIS","TOTAL",2
2023-04-21,"Department","CAAGUAZU","ARBOVIROSIS","SOSPECHOSO",1
2023-04-21,"Department","CAAGUAZU","ARBOVIROSIS","CONFIRMADO",0
2023-04-21,"Department","CAAGUAZU","ARBOVIROSIS","PROBABLE",0
2023-04-21,"Department","CAAGUAZU","ARBOVIROSIS","TOTAL",1
2023-04-27,"Department","ASUNCION","ARBOVIROSIS","SOSPECHOSO",9
2023-04-27,"Department","ASUNCION","ARBOVIROSIS","CONFIRMADO",0
2023-04-27,"Department","ASUNCION","ARBOVIROSIS","PROBABLE",0
2023-04-27,"Department","ASUNCION","ARBOVIROSIS","TOTAL",9
2023-04-29,"Department","CENTRAL","ARBOVIROSIS","SOSPECHOSO",22
2023-04-29,"Department","CENTRAL","ARBOVIROSIS","CONFIRMADO",0
2023-04-29,"Department","CENTRAL","ARBOVIROSIS","PROBABLE",0
2023-04-29,"Department","CENTRAL","ARBOVIROSIS","TOTAL",22
2023-04-22,"Department","BOQUERON","ARBOVIROSIS","SOSPECHOSO",1
2023-04-22,"Department","BOQUERON","ARBOVIROSIS","CONFIRMADO",0
2023-04-22,"Department","BOQUERON","ARBOVIROSIS","PROBABLE",0
2023-04-22,"Department","BOQUERON","ARBOVIROSIS","TOTAL",1
2023-04-29,"Department","ASUNCION","ARBOVIROSIS","SOSPECHOSO",16
2023-04-29,"Department","ASUNCION","ARBOVIROSIS","CONFIRMADO",0
2023-04-29,"Department","ASUNCION","ARBOVIROSIS","PROBABLE",0
2023-04-29,"Department","ASUNCION","ARBOVIROSIS","TOTAL",16
2023-04-29,"Department","BOQUERON","ARBOVIROSIS","SOSPECHOSO",5
2023-04-29,"Department","BOQUERON","ARBOVIROSIS","CONFIRMADO",0
2023-04-29,"Department","BOQUERON","ARBOVIROSIS","PROBABLE",0
2023-04-29,"Department","BOQUERON","ARBOVIROSIS","TOTAL",5
2023-04-26,"Department","CORDILLERA","ARBOVIROSIS","SOSPECHOSO",1
2023-04-26,"Department","CORDILLERA","ARBOVIROSIS","CONFIRMADO",0
2023-04-26,"Department","CORDILLERA","ARBOVIROSIS","PROBABLE",0
2023-04-26,"Department","CORDILLERA","ARBOVIROSIS","TOTAL",1
2023-04-27,"Department","NEEMBUCU","ARBOVIROSIS","SOSPECHOSO",1
2023-04-27,"Department","NEEMBUCU","ARBOVIROSIS","CONFIRMADO",0
2023-04-27,"Department","NEEMBUCU","ARBOVIROSIS","PROBABLE",0
2023-04-27,"Department","NEEMBUCU","ARBOVIROSIS","TOTAL",1
2023-04-29,"Department","PARAGUARI","ARBOVIROSIS","SOSPECHOSO",3
2023-04-29,"Department","PARAGUARI","ARBOVIROSIS","CONFIRMADO",0
2023-04-29,"Department","PARAGUARI","ARBOVIROSIS","PROBABLE",0
2023-04-29,"Department","PARAGUARI","ARBOVIROSIS","TOTAL",3
2023-04-26,"Department","GUAIRA","ARBOVIROSIS","SOSPECHOSO",1
2023-04-26,"Department","GUAIRA","ARBOVIROSIS","CONFIRMADO",0
2023-04-26,"Department","GUAIRA","ARBOVIROSIS","PROBABLE",0
2023-04-26,"Department","GUAIRA","ARBOVIROSIS","TOTAL",1
2023-05-01,"Department","PTE HAYES","ARBOVIROSIS","SOSPECHOSO",2
2023-05-01,"Department","PTE HAYES","ARBOVIROSIS","CONFIRMADO",0
2023-05-01,"Department","PTE HAYES","ARBOVIROSIS","PROBABLE",0
2023-05-01,"Department","PTE HAYES","ARBOVIROSIS","TOTAL",2
2023-04-29,"Department","NEEMBUCU","ARBOVIROSIS","SOSPECHOSO",3
2023-04-29,"Department","NEEMBUCU","ARBOVIROSIS","CONFIRMADO",0
2023-04-29,"Department","NEEMBUCU","ARBOVIROSIS","PROBABLE",0
2023-04-29,"Department","NEEMBUCU","ARBOVIROSIS","TOTAL",3
2023-04-29,"Department","CORDILLERA","ARBOVIROSIS","SOSPECHOSO",2
2023-04-29,"Department","CORDILLERA","ARBOVIROSIS","CONFIRMADO",0
2023-04-29,"Department","CORDILLERA","ARBOVIROSIS","PROBABLE",0
2023-04-29,"Department","CORDILLERA","ARBOVIROSIS","TOTAL",2
2023-05-01,"Department","NEEMBUCU","ARBOVIROSIS","SOSPECHOSO",2
2023-05-01,"Department","NEEMBUCU","ARBOVIROSIS","CONFIRMADO",0
2023-05-01,"Department","NEEMBUCU","ARBOVIROSIS","PROBABLE",0
2023-05-01,"Department","NEEMBUCU","ARBOVIROSIS","TOTAL",2
2023-05-21,"Department","SAN PEDRO","ARBOVIROSIS","SOSPECHOSO",7
2023-05-21,"Department","SAN PEDRO","ARBOVIROSIS","CONFIRMADO",0
2023-05-21,"Department","SAN PEDRO","ARBOVIROSIS","PROBABLE",0
2023-05-21,"Department","SAN PEDRO","ARBOVIROSIS","TOTAL",7
2023-04-24,"Department","BOQUERON","ARBOVIROSIS","SOSPECHOSO",2
2023-04-24,"Department","BOQUERON","ARBOVIROSIS","CONFIRMADO",0
2023-04-24,"Department","BOQUERON","ARBOVIROSIS","PROBABLE",0
2023-04-24,"Department","BOQUERON","ARBOVIROSIS","TOTAL",2
2023-05-01,"Department","CENTRAL","ARBOVIROSIS","SOSPECHOSO",35
2023-05-01,"Department","CENTRAL","ARBOVIROSIS","CONFIRMADO",0
2023-05-01,"Department","CENTRAL","ARBOVIROSIS","PROBABLE",0
2023-05-01,"Department","CENTRAL","ARBOVIROSIS","TOTAL",35
2023-04-30,"Department","SAN PEDRO","ARBOVIROSIS","SOSPECHOSO",4
2023-04-30,"Department","SAN PEDRO","ARBOVIROSIS","CONFIRMADO",0
2023-04-30,"Department","SAN PEDRO","ARBOVIROSIS","PROBABLE",0
2023-04-30,"Department","SAN PEDRO","ARBOVIROSIS","TOTAL",4
2023-05-27,"Department","MISIONES","ARBOVIROSIS","SOSPECHOSO",6
2023-05-27,"Department","MISIONES","ARBOVIROSIS","CONFIRMADO",0
2023-05-27,"Department","MISIONES","ARBOVIROSIS","PROBABLE",0
2023-05-27,"Department","MISIONES","ARBOVIROSIS","TOTAL",6
2023-04-30,"Department","MISIONES","ARBOVIROSIS","SOSPECHOSO",7
2023-04-30,"Department","MISIONES","ARBOVIROSIS","CONFIRMADO",0
2023-04-30,"Department","MISIONES","ARBOVIROSIS","PROBABLE",0
2023-04-30,"Department","MISIONES","ARBOVIROSIS","TOTAL",7
2023-04-29,"Department","MISIONES","ARBOVIROSIS","SOSPECHOSO",11
2023-04-29,"Department","MISIONES","ARBOVIROSIS","CONFIRMADO",0
2023-04-29,"Department","MISIONES","ARBOVIROSIS","PROBABLE",0
2023-04-29,"Department","MISIONES","ARBOVIROSIS","TOTAL",11
2023-04-28,"Department","MISIONES","ARBOVIROSIS","SOSPECHOSO",4
2023-04-28,"Department","MISIONES","ARBOVIROSIS","CONFIRMADO",0
2023-04-28,"Department","MISIONES","ARBOVIROSIS","PROBABLE",0
2023-04-28,"Department","MISIONES","ARBOVIROSIS","TOTAL",4
2023-05-01,"Department","MISIONES","ARBOVIROSIS","SOSPECHOSO",8
2023-05-01,"Department","MISIONES","ARBOVIROSIS","CONFIRMADO",0
2023-05-01,"Department","MISIONES","ARBOVIROSIS","PROBABLE",0
2023-05-01,"Department","MISIONES","ARBOVIROSIS","TOTAL",8
2023-04-27,"Department","CORDILLERA","ARBOVIROSIS","SOSPECHOSO",2
2023-04-27,"Department","CORDILLERA","ARBOVIROSIS","CONFIRMADO",0
2023-04-27,"Department","CORDILLERA","ARBOVIROSIS","PROBABLE",0
2023-04-27,"Department","CORDILLERA","ARBOVIROSIS","TOTAL",2
2023-04-29,"Department","SAN PEDRO","ARBOVIROSIS","SOSPECHOSO",4
2023-04-29,"Department","SAN PEDRO","ARBOVIROSIS","CONFIRMADO",0
2023-04-29,"Department","SAN PEDRO","ARBOVIROSIS","PROBABLE",0
2023-04-29,"Department","SAN PEDRO","ARBOVIROSIS","TOTAL",4
2023-04-30,"Department","ALTO PARANA","ARBOVIROSIS","SOSPECHOSO",3
2023-04-30,"Department","ALTO PARANA","ARBOVIROSIS","CONFIRMADO",0
2023-04-30,"Department","ALTO PARANA","ARBOVIROSIS","PROBABLE",0
2023-04-30,"Department","ALTO PARANA","ARBOVIROSIS","TOTAL",3
2023-05-01,"Department","ASUNCION","ARBOVIROSIS","SOSPECHOSO",13
2023-05-01,"Department","ASUNCION","ARBOVIROSIS","CONFIRMADO",0
2023-05-01,"Department","ASUNCION","ARBOVIROSIS","PROBABLE",0
2023-05-01,"Department","ASUNCION","ARBOVIROSIS","TOTAL",13
2023-04-28,"Department","ALTO PARANA","ARBOVIROSIS","SOSPECHOSO",4
2023-04-28,"Department","ALTO PARANA","ARBOVIROSIS","CONFIRMADO",0
2023-04-28,"Department","ALTO PARANA","ARBOVIROSIS","PROBABLE",0
2023-04-28,"Department","ALTO PARANA","ARBOVIROSIS","TOTAL",4
2023-04-28,"Department","SAN PEDRO","ARBOVIROSIS","SOSPECHOSO",3
2023-04-28,"Department","SAN PEDRO","ARBOVIROSIS","CONFIRMADO",0
2023-04-28,"Department","SAN PEDRO","ARBOVIROSIS","PROBABLE",0
2023-04-28,"Department","SAN PEDRO","ARBOVIROSIS","TOTAL",3
2023-05-02,"Department","CENTRAL","ARBOVIROSIS","SOSPECHOSO",32
2023-05-02,"Department","CENTRAL","ARBOVIROSIS","CONFIRMADO",0
2023-05-02,"Department","CENTRAL","ARBOVIROSIS","PROBABLE",0
2023-05-02,"Department","CENTRAL","ARBOVIROSIS","TOTAL",32
2023-04-28,"Department","NEEMBUCU","ARBOVIROSIS","SOSPECHOSO",2
2023-04-28,"Department","NEEMBUCU","ARBOVIROSIS","CONFIRMADO",0
2023-04-28,"Department","NEEMBUCU","ARBOVIROSIS","PROBABLE",0
2023-04-28,"Department","NEEMBUCU","ARBOVIROSIS","TOTAL",2
2023-04-30,"Department","CENTRAL","ARBOVIROSIS","SOSPECHOSO",27
2023-04-30,"Department","CENTRAL","ARBOVIROSIS","CONFIRMADO",0
2023-04-30,"Department","CENTRAL","ARBOVIROSIS","PROBABLE",0
2023-04-30,"Department","CENTRAL","ARBOVIROSIS","TOTAL",27
2023-04-26,"Department","CANINDEYU","ARBOVIROSIS","SOSPECHOSO",2
2023-04-26,"Department","CANINDEYU","ARBOVIROSIS","CONFIRMADO",0
2023-04-26,"Department","CANINDEYU","ARBOVIROSIS","PROBABLE",0
2023-04-26,"Department","CANINDEYU","ARBOVIROSIS","TOTAL",2
2023-04-30,"Department","CORDILLERA","ARBOVIROSIS","SOSPECHOSO",3
2023-04-30,"Department","CORDILLERA","ARBOVIROSIS","CONFIRMADO",0
2023-04-30,"Department","CORDILLERA","ARBOVIROSIS","PROBABLE",0
2023-04-30,"Department","CORDILLERA","ARBOVIROSIS","TOTAL",3
2023-05-22,"Department","ALTO PARANA","ARBOVIROSIS","SOSPECHOSO",5
2023-05-22,"Department","ALTO PARANA","ARBOVIROSIS","CONFIRMADO",0
2023-05-22,"Department","ALTO PARANA","ARBOVIROSIS","PROBABLE",0
2023-05-22,"Department","ALTO PARANA","ARBOVIROSIS","TOTAL",5
2023-04-28,"Department","PARAGUARI","ARBOVIROSIS","SOSPECHOSO",2
2023-04-28,"Department","PARAGUARI","ARBOVIROSIS","CONFIRMADO",0
2023-04-28,"Department","PARAGUARI","ARBOVIROSIS","PROBABLE",0
2023-04-28,"Department","PARAGUARI","ARBOVIROSIS","TOTAL",2
2023-05-02,"Department","ALTO PARANA","ARBOVIROSIS","SOSPECHOSO",12
2023-05-02,"Department","ALTO PARANA","ARBOVIROSIS","CONFIRMADO",0
2023-05-02,"Department","ALTO PARANA","ARBOVIROSIS","PROBABLE",0
2023-05-02,"Department","ALTO PARANA","ARBOVIROSIS","TOTAL",12
2023-04-26,"Department","CONCEPCION","ARBOVIROSIS","SOSPECHOSO",4
2023-04-26,"Department","CONCEPCION","ARBOVIROSIS","CONFIRMADO",0
2023-04-26,"Department","CONCEPCION","ARBOVIROSIS","PROBABLE",0
2023-04-26,"Department","CONCEPCION","ARBOVIROSIS","TOTAL",4
2023-04-28,"Department","AMAMBAY","ARBOVIROSIS","SOSPECHOSO",2
2023-04-28,"Department","AMAMBAY","ARBOVIROSIS","CONFIRMADO",0
2023-04-28,"Department","AMAMBAY","ARBOVIROSIS","PROBABLE",0
2023-04-28,"Department","AMAMBAY","ARBOVIROSIS","TOTAL",2
2023-04-28,"Department","ALTO PARAGUAY","ARBOVIROSIS","SOSPECHOSO",1
2023-04-28,"Department","ALTO PARAGUAY","ARBOVIROSIS","CONFIRMADO",0
2023-04-28,"Department","ALTO PARAGUAY","ARBOVIROSIS","PROBABLE",0
2023-04-28,"Department","ALTO PARAGUAY","ARBOVIROSIS","TOTAL",1
2023-04-27,"Department","ALTO PARAGUAY","ARBOVIROSIS","SOSPECHOSO",2
2023-04-27,"Department","ALTO PARAGUAY","ARBOVIROSIS","CONFIRMADO",0
2023-04-27,"Department","ALTO PARAGUAY","ARBOVIROSIS","PROBABLE",0
2023-04-27,"Department","ALTO PARAGUAY","ARBOVIROSIS","TOTAL",2
2023-05-02,"Department","CAAGUAZU","ARBOVIROSIS","SOSPECHOSO",2
2023-05-02,"Department","CAAGUAZU","ARBOVIROSIS","CONFIRMADO",0
2023-05-02,"Department","CAAGUAZU","ARBOVIROSIS","PROBABLE",0
2023-05-02,"Department","CAAGUAZU","ARBOVIROSIS","TOTAL",2
2023-04-29,"Department","CAAGUAZU","ARBOVIROSIS","SOSPECHOSO",4
2023-04-29,"Department","CAAGUAZU","ARBOVIROSIS","CONFIRMADO",0
2023-04-29,"Department","CAAGUAZU","ARBOVIROSIS","PROBABLE",0
2023-04-29,"Department","CAAGUAZU","ARBOVIROSIS","TOTAL",4
2023-04-26,"Department","ITAPUA","ARBOVIROSIS","SOSPECHOSO",1
2023-04-26,"Department","ITAPUA","ARBOVIROSIS","CONFIRMADO",0
2023-04-26,"Department","ITAPUA","ARBOVIROSIS","PROBABLE",0
2023-04-26,"Department","ITAPUA","ARBOVIROSIS","TOTAL",1
2023-05-27,"Department","CENTRAL","ARBOVIROSIS","SOSPECHOSO",25
2023-05-27,"Department","CENTRAL","ARBOVIROSIS","CONFIRMADO",0
2023-05-27,"Department","CENTRAL","ARBOVIROSIS","PROBABLE",0
2023-05-27,"Department","CENTRAL","ARBOVIROSIS","TOTAL",25
2023-05-02,"Department","ASUNCION","ARBOVIROSIS","SOSPECHOSO",24
2023-05-02,"Department","ASUNCION","ARBOVIROSIS","CONFIRMADO",0
2023-05-02,"Department","ASUNCION","ARBOVIROSIS","PROBABLE",0
2023-05-02,"Department","ASUNCION","ARBOVIROSIS","TOTAL",24
2023-04-30,"Department","ASUNCION","ARBOVIROSIS","SOSPECHOSO",10
2023-04-30,"Department","ASUNCION","ARBOVIROSIS","CONFIRMADO",0
2023-04-30,"Department","ASUNCION","ARBOVIROSIS","PROBABLE",0
2023-04-30,"Department","ASUNCION","ARBOVIROSIS","TOTAL",10
2023-04-21,"Department","BOQUERON","ARBOVIROSIS","SOSPECHOSO",1
2023-04-21,"Department","BOQUERON","ARBOVIROSIS","CONFIRMADO",0
2023-04-21,"Department","BOQUERON","ARBOVIROSIS","PROBABLE",0
2023-04-21,"Department","BOQUERON","ARBOVIROSIS","TOTAL",1
2023-04-25,"Department","PARAGUARI","ARBOVIROSIS","SOSPECHOSO",1
2023-04-25,"Department","PARAGUARI","ARBOVIROSIS","CONFIRMADO",0
2023-04-25,"Department","PARAGUARI","ARBOVIROSIS","PROBABLE",0
2023-04-25,"Department","PARAGUARI","ARBOVIROSIS","TOTAL",1
2023-05-01,"Department","CAAGUAZU","ARBOVIROSIS","SOSPECHOSO",5
2023-05-01,"Department","CAAGUAZU","ARBOVIROSIS","CONFIRMADO",0
