"date","name","level","disease","classification","i_cases"
2023-04-08,"SAN PEDRO","Department","CHIKUNGUNYA","PROBABLE",83
2023-04-08,"SAN PEDRO","Department","CHIKUNGUNYA","SOSPECHOSO",0
2023-04-08,"SAN PEDRO","Department","CHIKUNGUNYA","TOTAL",119
2023-04-08,"SAN PEDRO","Department","DENGUE","CONFIRMADO",3
2023-04-08,"SAN PEDRO","Department","DENGUE","PROBABLE",1
2023-04-08,"SAN PEDRO","Department","DENGUE","SOSPECHOSO",0
2023-04-08,"SAN PEDRO","Department","DENGUE","TOTAL",4
2023-04-15,"ALTO PARAGUAY","Department","ARBOVIROSIS","CONFIRMADO",0
2023-04-15,"ALTO PARAGUAY","Department","ARBOVIROSIS","PROBABLE",0
2023-04-15,"ALTO PARAGUAY","Department","ARBOVIROSIS","SOSPECHOSO",24
2023-04-15,"ALTO PARAGUAY","Department","ARBOVIROSIS","TOTAL",24
2023-04-15,"ALTO PARAGUAY","Department","CHIKUNGUNYA","CONFIRMADO",8
2023-04-15,"ALTO PARAGUAY","Department","CHIKUNGUNYA","PROBABLE",0
2023-04-15,"ALTO PARAGUAY","Department","CHIKUNGUNYA","SOSPECHOSO",0
2023-04-15,"ALTO PARAGUAY","Department","CHIKUNGUNYA","TOTAL",8
2023-04-15,"ALTO PARAGUAY","Department","DENGUE","CONFIRMADO",9
2023-04-15,"ALTO PARAGUAY","Department","DENGUE","PROBABLE",4
2023-04-15,"ALTO PARAGUAY","Department","DENGUE","SOSPECHOSO",0
2023-04-15,"ALTO PARAGUAY","Department","DENGUE","TOTAL",13
2023-04-15,"ALTO PARANA","Department","ARBOVIROSIS","CONFIRMADO",0
2023-04-15,"ALTO PARANA","Department","ARBOVIROSIS","PROBABLE",0
2023-04-15,"ALTO PARANA","Department","ARBOVIROSIS","SOSPECHOSO",156
2023-04-15,"ALTO PARANA","Department","ARBOVIROSIS","TOTAL",156
2023-04-15,"ALTO PARANA","Department","CHIKUNGUNYA","CONFIRMADO",292
2023-04-15,"ALTO PARANA","Department","CHIKUNGUNYA","PROBABLE",97
2023-04-15,"ALTO PARANA","Department","CHIKUNGUNYA","SOSPECHOSO",0
2023-04-15,"ALTO PARANA","Department","CHIKUNGUNYA","TOTAL",389
2023-04-15,"ALTO PARANA","Department","DENGUE","CONFIRMADO",3
2023-04-15,"ALTO PARANA","Department","DENGUE","PROBABLE",0
2023-04-15,"ALTO PARANA","Department","DENGUE","SOSPECHOSO",0
2023-04-15,"ALTO PARANA","Department","DENGUE","TOTAL",3
2023-04-15,"AMAMBAY","Department","ARBOVIROSIS","CONFIRMADO",0
2023-04-15,"AMAMBAY","Department","ARBOVIROSIS","PROBABLE",0
2023-04-15,"AMAMBAY","Department","ARBOVIROSIS","SOSPECHOSO",8
2023-04-15,"AMAMBAY","Department","ARBOVIROSIS","TOTAL",8
2023-04-15,"AMAMBAY","Department","CHIKUNGUNYA","CONFIRMADO",193
2023-04-15,"AMAMBAY","Department","CHIKUNGUNYA","PROBABLE",1
2023-04-15,"AMAMBAY","Department","CHIKUNGUNYA","SOSPECHOSO",0
2023-04-15,"AMAMBAY","Department","CHIKUNGUNYA","TOTAL",194
2023-04-15,"AMAMBAY","Department","DENGUE","CONFIRMADO",20
2023-04-15,"AMAMBAY","Department","DENGUE","PROBABLE",0
2023-04-15,"AMAMBAY","Department","DENGUE","SOSPECHOSO",0
2023-04-15,"AMAMBAY","Department","DENGUE","TOTAL",20
2023-04-15,"AMAMBAY","Department","DENGUE,CHIKUNGUNYA","CONFIRMADO",0
2023-04-15,"AMAMBAY","Department","DENGUE,CHIKUNGUNYA","PROBABLE",0
2023-04-15,"AMAMBAY","Department","DENGUE,CHIKUNGUNYA","SOSPECHOSO",0
2023-04-15,"AMAMBAY","Department","DENGUE,CHIKUNGUNYA","TOTAL",0
2023-04-15,"ASUNCION","Department","ARBOVIROSIS","CONFIRMADO",0
2023-04-15,"ASUNCION","Department","ARBOVIROSIS","PROBABLE",0
2023-04-15,"ASUNCION","Department","ARBOVIROSIS","SOSPECHOSO",161
2023-04-15,"ASUNCION","Department","ARBOVIROSIS","TOTAL",161
2023-04-15,"ASUNCION","Department","CHIKUNGUNYA","CONFIRMADO",619
2023-04-15,"ASUNCION","Department","CHIKUNGUNYA","PROBABLE",146
2023-04-15,"ASUNCION","Department","CHIKUNGUNYA","SOSPECHOSO",0
2023-04-15,"ASUNCION","Department","CHIKUNGUNYA","TOTAL",765
2023-04-15,"ASUNCION","Department","DENGUE","CONFIRMADO",51
2023-04-15,"ASUNCION","Department","DENGUE","PROBABLE",4
2023-04-15,"ASUNCION","Department","DENGUE","SOSPECHOSO",0
2023-04-15,"ASUNCION","Department","DENGUE","TOTAL",55
2023-04-15,"ASUNCION","Department","DENGUE,CHIKUNGUNYA","CONFIRMADO",1
2023-04-15,"ASUNCION","Department","DENGUE,CHIKUNGUNYA","PROBABLE",0
2023-04-15,"ASUNCION","Department","DENGUE,CHIKUNGUNYA","SOSPECHOSO",0
2023-04-15,"ASUNCION","Department","DENGUE,CHIKUNGUNYA","TOTAL",1
2023-04-15,"BOQUERON","Department","ARBOVIROSIS","CONFIRMADO",0
2023-04-15,"BOQUERON","Department","ARBOVIROSIS","PROBABLE",0
2023-04-15,"BOQUERON","Department","ARBOVIROSIS","SOSPECHOSO",42
2023-04-15,"BOQUERON","Department","ARBOVIROSIS","TOTAL",42
2023-04-15,"BOQUERON","Department","CHIKUNGUNYA","CONFIRMADO",70
2023-04-15,"BOQUERON","Department","CHIKUNGUNYA","PROBABLE",4
2023-04-15,"BOQUERON","Department","CHIKUNGUNYA","SOSPECHOSO",0
2023-04-15,"BOQUERON","Department","CHIKUNGUNYA","TOTAL",74
2023-04-15,"BOQUERON","Department","DENGUE","CONFIRMADO",123
2023-04-15,"BOQUERON","Department","DENGUE","PROBABLE",2
2023-04-15,"BOQUERON","Department","DENGUE","SOSPECHOSO",0
2023-04-15,"BOQUERON","Department","DENGUE","TOTAL",125
2023-04-15,"BOQUERON","Department","DENGUE,CHIKUNGUNYA","CONFIRMADO",8
2023-04-15,"BOQUERON","Department","DENGUE,CHIKUNGUNYA","PROBABLE",0
2023-04-15,"BOQUERON","Department","DENGUE,CHIKUNGUNYA","SOSPECHOSO",0
2023-04-15,"BOQUERON","Department","DENGUE,CHIKUNGUNYA","TOTAL",8
2023-04-15,"CAAGUAZU","Department","ARBOVIROSIS","CONFIRMADO",0
2023-04-15,"CAAGUAZU","Department","ARBOVIROSIS","PROBABLE",0
2023-04-15,"CAAGUAZU","Department","ARBOVIROSIS","SOSPECHOSO",99
2023-04-15,"CAAGUAZU","Department","ARBOVIROSIS","TOTAL",99
2023-04-15,"CAAGUAZU","Department","CHIKUNGUNYA","CONFIRMADO",160
2023-04-15,"CAAGUAZU","Department","CHIKUNGUNYA","PROBABLE",13
2023-04-15,"CAAGUAZU","Department","CHIKUNGUNYA","SOSPECHOSO",0
2023-04-15,"CAAGUAZU","Department","CHIKUNGUNYA","TOTAL",173
2023-04-15,"CAAGUAZU","Department","DENGUE","CONFIRMADO",6
2023-04-15,"CAAGUAZU","Department","DENGUE","PROBABLE",5
2023-04-15,"CAAGUAZU","Department","DENGUE","SOSPECHOSO",0
2023-04-15,"CAAGUAZU","Department","DENGUE","TOTAL",11
2023-04-15,"CAAZAPA","Department","ARBOVIROSIS","CONFIRMADO",0
2023-04-15,"CAAZAPA","Department","ARBOVIROSIS","PROBABLE",0
2023-04-15,"CAAZAPA","Department","ARBOVIROSIS","SOSPECHOSO",3
2023-04-15,"CAAZAPA","Department","ARBOVIROSIS","TOTAL",3
2023-04-15,"CAAZAPA","Department","CHIKUNGUNYA","CONFIRMADO",20
2023-04-15,"CAAZAPA","Department","CHIKUNGUNYA","PROBABLE",16
2023-04-15,"CAAZAPA","Department","CHIKUNGUNYA","SOSPECHOSO",0
2023-04-15,"CAAZAPA","Department","CHIKUNGUNYA","TOTAL",36
2023-04-15,"CAAZAPA","Department","DENGUE","CONFIRMADO",0
2023-04-15,"CAAZAPA","Department","DENGUE","PROBABLE",0
2023-04-15,"CAAZAPA","Department","DENGUE","SOSPECHOSO",0
2023-04-15,"CAAZAPA","Department","DENGUE","TOTAL",0
2023-04-15,"CANINDEYU","Department","ARBOVIROSIS","CONFIRMADO",0
2023-04-15,"CANINDEYU","Department","ARBOVIROSIS","PROBABLE",0
2023-04-15,"CANINDEYU","Department","ARBOVIROSIS","SOSPECHOSO",122
2023-04-15,"CANINDEYU","Department","ARBOVIROSIS","TOTAL",122
2023-04-15,"CANINDEYU","Department","CHIKUNGUNYA","CONFIRMADO",32
2023-04-15,"CANINDEYU","Department","CHIKUNGUNYA","PROBABLE",1
2023-04-15,"CANINDEYU","Department","CHIKUNGUNYA","SOSPECHOSO",0
2023-04-15,"CANINDEYU","Department","CHIKUNGUNYA","TOTAL",33
2023-04-15,"CANINDEYU","Department","DENGUE","CONFIRMADO",1
2023-04-15,"CANINDEYU","Department","DENGUE","PROBABLE",3
2023-04-15,"CANINDEYU","Department","DENGUE","SOSPECHOSO",0
2023-04-15,"CANINDEYU","Department","DENGUE","TOTAL",4
2023-04-15,"CENTRAL","Department","ARBOVIROSIS","CONFIRMADO",0
2023-04-15,"CENTRAL","Department","ARBOVIROSIS","PROBABLE",0
2023-04-15,"CENTRAL","Department","ARBOVIROSIS","SOSPECHOSO",482
2023-04-15,"CENTRAL","Department","ARBOVIROSIS","TOTAL",482
2023-04-15,"CENTRAL","Department","CHIKUNGUNYA","CONFIRMADO",697
2023-04-15,"CENTRAL","Department","CHIKUNGUNYA","PROBABLE",348
2023-04-15,"CENTRAL","Department","CHIKUNGUNYA","SOSPECHOSO",0
2023-04-15,"CENTRAL","Department","CHIKUNGUNYA","TOTAL",1045
2023-04-15,"CENTRAL","Department","DENGUE","CONFIRMADO",139
2023-04-15,"CENTRAL","Department","DENGUE","PROBABLE",17
2023-04-15,"CENTRAL","Department","DENGUE","SOSPECHOSO",0
2023-04-15,"CENTRAL","Department","DENGUE","TOTAL",156
2023-04-15,"CENTRAL","Department","DENGUE,CHIKUNGUNYA","CONFIRMADO",6
2023-04-15,"CENTRAL","Department","DENGUE,CHIKUNGUNYA","PROBABLE",0
2023-04-15,"CENTRAL","Department","DENGUE,CHIKUNGUNYA","SOSPECHOSO",0
2023-04-15,"CENTRAL","Department","DENGUE,CHIKUNGUNYA","TOTAL",6
2023-04-15,"Centro est","Eje","ARBOVIROSIS","CONFIRMADO",0
2023-04-15,"Centro est","Eje","ARBOVIROSIS","PROBABLE",0
2023-04-15,"Centro est","Eje","ARBOVIROSIS","SOSPECHOSO",404
2023-04-15,"Centro est","Eje","ARBOVIROSIS","TOTAL",404
2023-04-15,"Centro est","Eje","CHIKUNGUNYA","CONFIRMADO",784
2023-04-15,"Centro est","Eje","CHIKUNGUNYA","PROBABLE",140
2023-04-15,"Centro est","Eje","CHIKUNGUNYA","SOSPECHOSO",0
2023-04-15,"Centro est","Eje","CHIKUNGUNYA","TOTAL",924
2023-04-15,"Centro est","Eje","DENGUE","CONFIRMADO",35
2023-04-15,"Centro est","Eje","DENGUE","PROBABLE",17
2023-04-15,"Centro est","Eje","DENGUE","SOSPECHOSO",0
2023-04-15,"Centro est","Eje","DENGUE","TOTAL",52
2023-04-15,"Centro est","Eje","DENGUE,CHIKUNGUNYA","CONFIRMADO",3
2023-04-15,"Centro est","Eje","DENGUE,CHIKUNGUNYA","PROBABLE",0
2023-04-15,"Centro est","Eje","DENGUE,CHIKUNGUNYA","SOSPECHOSO",0
2023-04-15,"Centro est","Eje","DENGUE,CHIKUNGUNYA","TOTAL",3
2023-04-15,"Centro norte","Eje","ARBOVIROSIS","CONFIRMADO",0
2023-04-15,"Centro norte","Eje","ARBOVIROSIS","PROBABLE",0
2023-04-15,"Centro norte","Eje","ARBOVIROSIS","SOSPECHOSO",371
2023-04-15,"Centro norte","Eje","ARBOVIROSIS","TOTAL",371
2023-04-15,"Centro norte","Eje","CHIKUNGUNYA","CONFIRMADO",372
2023-04-15,"Centro norte","Eje","CHIKUNGUNYA","PROBABLE",82
2023-04-15,"Centro norte","Eje","CHIKUNGUNYA","SOSPECHOSO",0
2023-04-15,"Centro norte","Eje","CHIKUNGUNYA","TOTAL",454
2023-04-15,"Centro norte","Eje","DENGUE","CONFIRMADO",43
2023-04-15,"Centro norte","Eje","DENGUE","PROBABLE",20
2023-04-15,"Centro norte","Eje","DENGUE","SOSPECHOSO",0
2023-04-15,"Centro norte","Eje","DENGUE","TOTAL",63
2023-04-15,"Centro norte","Eje","DENGUE,CHIKUNGUNYA","CONFIRMADO",1
2023-04-15,"Centro norte","Eje","DENGUE,CHIKUNGUNYA","PROBABLE",0
2023-04-15,"Centro norte","Eje","DENGUE,CHIKUNGUNYA","SOSPECHOSO",0
2023-04-15,"Centro norte","Eje","DENGUE,CHIKUNGUNYA","TOTAL",1
2023-04-15,"Centro sur","Eje","ARBOVIROSIS","CONFIRMADO",0
2023-04-15,"Centro sur","Eje","ARBOVIROSIS","PROBABLE",0
2023-04-15,"Centro sur","Eje","ARBOVIROSIS","SOSPECHOSO",178
2023-04-15,"Centro sur","Eje","ARBOVIROSIS","TOTAL",178
2023-04-15,"Centro sur","Eje","CHIKUNGUNYA","CONFIRMADO",356
2023-04-15,"Centro sur","Eje","CHIKUNGUNYA","PROBABLE",39
2023-04-15,"Centro sur","Eje","CHIKUNGUNYA","SOSPECHOSO",0
2023-04-15,"Centro sur","Eje","CHIKUNGUNYA","TOTAL",395
2023-04-15,"Centro sur","Eje","DENGUE","CONFIRMADO",55
2023-04-15,"Centro sur","Eje","DENGUE","PROBABLE",22
2023-04-15,"Centro sur","Eje","DENGUE","SOSPECHOSO",0
2023-04-15,"Centro sur","Eje","DENGUE","TOTAL",77
2023-04-15,"Centro sur","Eje","DENGUE,CHIKUNGUNYA","CONFIRMADO",4
2023-04-15,"Centro sur","Eje","DENGUE,CHIKUNGUNYA","PROBABLE",0
2023-04-15,"Centro sur","Eje","DENGUE,CHIKUNGUNYA","SOSPECHOSO",0
2023-04-15,"Centro sur","Eje","DENGUE,CHIKUNGUNYA","TOTAL",4
2023-04-15,"Chaco","Eje","ARBOVIROSIS","CONFIRMADO",0
2023-04-15,"Chaco","Eje","ARBOVIROSIS","PROBABLE",0
2023-04-15,"Chaco","Eje","ARBOVIROSIS","SOSPECHOSO",139
2023-04-15,"Chaco","Eje","ARBOVIROSIS","TOTAL",139
2023-04-15,"Chaco","Eje","CHIKUNGUNYA","CONFIRMADO",113
2023-04-15,"Chaco","Eje","CHIKUNGUNYA","PROBABLE",5
2023-04-15,"Chaco","Eje","CHIKUNGUNYA","SOSPECHOSO",0
2023-04-15,"Chaco","Eje","CHIKUNGUNYA","TOTAL",118
2023-04-15,"Chaco","Eje","DENGUE","CONFIRMADO",140
2023-04-15,"Chaco","Eje","DENGUE","PROBABLE",7
2023-04-15,"Chaco","Eje","DENGUE","SOSPECHOSO",0
2023-04-15,"Chaco","Eje","DENGUE","TOTAL",147
2023-04-15,"Chaco","Eje","DENGUE,CHIKUNGUNYA","CONFIRMADO",8
2023-04-15,"Chaco","Eje","DENGUE,CHIKUNGUNYA","PROBABLE",0
2023-04-15,"Chaco","Eje","DENGUE,CHIKUNGUNYA","SOSPECHOSO",0
2023-04-15,"Chaco","Eje","DENGUE,CHIKUNGUNYA","TOTAL",8
2023-04-15,"CONCEPCION","Department","ARBOVIROSIS","CONFIRMADO",0
2023-04-15,"CONCEPCION","Department","ARBOVIROSIS","PROBABLE",0
2023-04-15,"CONCEPCION","Department","ARBOVIROSIS","SOSPECHOSO",152
2023-04-15,"CONCEPCION","Department","ARBOVIROSIS","TOTAL",152
2023-04-15,"CONCEPCION","Department","CHIKUNGUNYA","CONFIRMADO",75
2023-04-15,"CONCEPCION","Department","CHIKUNGUNYA","PROBABLE",0
2023-04-15,"CONCEPCION","Department","CHIKUNGUNYA","SOSPECHOSO",0
2023-04-15,"CONCEPCION","Department","CHIKUNGUNYA","TOTAL",75
2023-04-15,"CONCEPCION","Department","DENGUE","CONFIRMADO",17
2023-04-15,"CONCEPCION","Department","DENGUE","PROBABLE",16
2023-04-15,"CONCEPCION","Department","DENGUE","SOSPECHOSO",0
2023-04-15,"CONCEPCION","Department","DENGUE","TOTAL",33
2023-04-15,"CONCEPCION","Department","DENGUE,CHIKUNGUNYA","CONFIRMADO",1
2023-04-15,"CONCEPCION","Department","DENGUE,CHIKUNGUNYA","PROBABLE",0
2023-04-15,"CONCEPCION","Department","DENGUE,CHIKUNGUNYA","SOSPECHOSO",0
2023-04-15,"CONCEPCION","Department","DENGUE,CHIKUNGUNYA","TOTAL",1
2023-04-15,"CORDILLERA","Department","ARBOVIROSIS","CONFIRMADO",0
2023-04-15,"CORDILLERA","Department","ARBOVIROSIS","PROBABLE",0
2023-04-15,"CORDILLERA","Department","ARBOVIROSIS","SOSPECHOSO",63
2023-04-15,"CORDILLERA","Department","ARBOVIROSIS","TOTAL",63
2023-04-15,"CORDILLERA","Department","CHIKUNGUNYA","CONFIRMADO",93
2023-04-15,"CORDILLERA","Department","CHIKUNGUNYA","PROBABLE",9
2023-04-15,"CORDILLERA","Department","CHIKUNGUNYA","SOSPECHOSO",0
2023-04-15,"CORDILLERA","Department","CHIKUNGUNYA","TOTAL",102
2023-04-15,"CORDILLERA","Department","DENGUE","CONFIRMADO",17
2023-04-15,"CORDILLERA","Department","DENGUE","PROBABLE",7
2023-04-15,"CORDILLERA","Department","DENGUE","SOSPECHOSO",0
2023-04-15,"CORDILLERA","Department","DENGUE","TOTAL",24
2023-04-15,"CORDILLERA","Department","DENGUE,CHIKUNGUNYA","CONFIRMADO",1
2023-04-15,"CORDILLERA","Department","DENGUE,CHIKUNGUNYA","PROBABLE",0
2023-04-15,"CORDILLERA","Department","DENGUE,CHIKUNGUNYA","SOSPECHOSO",0
2023-04-15,"CORDILLERA","Department","DENGUE,CHIKUNGUNYA","TOTAL",1
2023-04-15,"GUAIRA","Department","ARBOVIROSIS","CONFIRMADO",0
2023-04-15,"GUAIRA","Department","ARBOVIROSIS","PROBABLE",0
2023-04-15,"GUAIRA","Department","ARBOVIROSIS","SOSPECHOSO",83
2023-04-15,"GUAIRA","Department","ARBOVIROSIS","TOTAL",83
2023-04-15,"GUAIRA","Department","CHIKUNGUNYA","CONFIRMADO",219
2023-04-15,"GUAIRA","Department","CHIKUNGUNYA","PROBABLE",5
2023-04-15,"GUAIRA","Department","CHIKUNGUNYA","SOSPECHOSO",0
2023-04-15,"GUAIRA","Department","CHIKUNGUNYA","TOTAL",224
2023-04-15,"GUAIRA","Department","DENGUE","CONFIRMADO",9
2023-04-15,"GUAIRA","Department","DENGUE","PROBABLE",5
2023-04-15,"GUAIRA","Department","DENGUE","SOSPECHOSO",0
2023-04-15,"GUAIRA","Department","DENGUE","TOTAL",14
2023-04-15,"GUAIRA","Department","DENGUE,CHIKUNGUNYA","CONFIRMADO",2
2023-04-15,"GUAIRA","Department","DENGUE,CHIKUNGUNYA","PROBABLE",0
2023-04-15,"GUAIRA","Department","DENGUE,CHIKUNGUNYA","SOSPECHOSO",0
2023-04-15,"GUAIRA","Department","DENGUE,CHIKUNGUNYA","TOTAL",2
2023-04-15,"ITAPUA","Department","ARBOVIROSIS","CONFIRMADO",0
2023-04-15,"ITAPUA","Department","ARBOVIROSIS","PROBABLE",0
2023-04-15,"ITAPUA","Department","ARBOVIROSIS","SOSPECHOSO",3
2023-04-15,"ITAPUA","Department","ARBOVIROSIS","TOTAL",3
2023-04-15,"ITAPUA","Department","CHIKUNGUNYA","CONFIRMADO",101
2023-04-15,"ITAPUA","Department","CHIKUNGUNYA","PROBABLE",11
2023-04-15,"ITAPUA","Department","CHIKUNGUNYA","SOSPECHOSO",0
2023-04-15,"ITAPUA","Department","CHIKUNGUNYA","TOTAL",112
2023-04-15,"ITAPUA","Department","DENGUE","CONFIRMADO",31
2023-04-15,"ITAPUA","Department","DENGUE","PROBABLE",13
2023-04-15,"ITAPUA","Department","DENGUE","SOSPECHOSO",0
2023-04-15,"ITAPUA","Department","DENGUE","TOTAL",44
2023-04-15,"Metropolitano","Eje","ARBOVIROSIS","CONFIRMADO",0
2023-04-15,"Metropolitano","Eje","ARBOVIROSIS","PROBABLE",0
2023-04-15,"Metropolitano","Eje","ARBOVIROSIS","SOSPECHOSO",643
2023-04-15,"Metropolitano","Eje","ARBOVIROSIS","TOTAL",643
2023-04-15,"Metropolitano","Eje","CHIKUNGUNYA","CONFIRMADO",1316
2023-04-15,"Metropolitano","Eje","CHIKUNGUNYA","PROBABLE",494
2023-04-15,"Metropolitano","Eje","CHIKUNGUNYA","SOSPECHOSO",0
2023-04-15,"Metropolitano","Eje","CHIKUNGUNYA","TOTAL",1810
2023-04-15,"Metropolitano","Eje","DENGUE","CONFIRMADO",190
2023-04-15,"Metropolitano","Eje","DENGUE","PROBABLE",21
2023-04-15,"Metropolitano","Eje","DENGUE","SOSPECHOSO",0
2023-04-15,"Metropolitano","Eje","DENGUE","TOTAL",211
2023-04-15,"Metropolitano","Eje","DENGUE,CHIKUNGUNYA","CONFIRMADO",7
2023-04-15,"Metropolitano","Eje","DENGUE,CHIKUNGUNYA","PROBABLE",0
2023-04-15,"Metropolitano","Eje","DENGUE,CHIKUNGUNYA","SOSPECHOSO",0
2023-04-15,"Metropolitano","Eje","DENGUE,CHIKUNGUNYA","TOTAL",7
2023-04-15,"MISIONES","Department","ARBOVIROSIS","CONFIRMADO",0
2023-04-15,"MISIONES","Department","ARBOVIROSIS","PROBABLE",0
2023-04-15,"MISIONES","Department","ARBOVIROSIS","SOSPECHOSO",102
2023-04-15,"MISIONES","Department","ARBOVIROSIS","TOTAL",102
2023-04-15,"MISIONES","Department","CHIKUNGUNYA","CONFIRMADO",76
2023-04-15,"MISIONES","Department","CHIKUNGUNYA","PROBABLE",1
2023-04-15,"MISIONES","Department","CHIKUNGUNYA","SOSPECHOSO",0
2023-04-15,"MISIONES","Department","CHIKUNGUNYA","TOTAL",77
2023-04-15,"MISIONES","Department","DENGUE","CONFIRMADO",16
2023-04-15,"MISIONES","Department","DENGUE","PROBABLE",6
2023-04-15,"MISIONES","Department","DENGUE","SOSPECHOSO",0
2023-04-15,"MISIONES","Department","DENGUE","TOTAL",22
2023-04-15,"MISIONES","Department","DENGUE,CHIKUNGUNYA","CONFIRMADO",2
2023-04-15,"MISIONES","Department","DENGUE,CHIKUNGUNYA","PROBABLE",0
2023-04-15,"MISIONES","Department","DENGUE,CHIKUNGUNYA","SOSPECHOSO",0
2023-04-15,"MISIONES","Department","DENGUE,CHIKUNGUNYA","TOTAL",2
2023-04-15,"NEEMBUCU","Department","ARBOVIROSIS","CONFIRMADO",0
2023-04-15,"NEEMBUCU","Department","ARBOVIROSIS","PROBABLE",0
2023-04-15,"NEEMBUCU","Department","ARBOVIROSIS","SOSPECHOSO",25
2023-04-15,"NEEMBUCU","Department","ARBOVIROSIS","TOTAL",25
2023-04-15,"NEEMBUCU","Department","CHIKUNGUNYA","CONFIRMADO",25
2023-04-15,"NEEMBUCU","Department","CHIKUNGUNYA","PROBABLE",0
2023-04-15,"NEEMBUCU","Department","CHIKUNGUNYA","SOSPECHOSO",0
2023-04-15,"NEEMBUCU","Department","CHIKUNGUNYA","TOTAL",25
2023-04-15,"NEEMBUCU","Department","DENGUE","CONFIRMADO",5
2023-04-15,"NEEMBUCU","Department","DENGUE","PROBABLE",2
2023-04-15,"NEEMBUCU","Department","DENGUE","SOSPECHOSO",0
2023-04-15,"NEEMBUCU","Department","DENGUE","TOTAL",7
2023-04-15,"NEEMBUCU","Department","DENGUE,CHIKUNGUNYA","CONFIRMADO",2
2023-04-15,"NEEMBUCU","Department","DENGUE,CHIKUNGUNYA","PROBABLE",0
2023-04-15,"NEEMBUCU","Department","DENGUE,CHIKUNGUNYA","SOSPECHOSO",0
2023-04-15,"NEEMBUCU","Department","DENGUE,CHIKUNGUNYA","TOTAL",2
2023-04-15,"PARAGUARI","Department","ARBOVIROSIS","CONFIRMADO",0
2023-04-15,"PARAGUARI","Department","ARBOVIROSIS","PROBABLE",0
2023-04-15,"PARAGUARI","Department","ARBOVIROSIS","SOSPECHOSO",48
2023-04-15,"PARAGUARI","Department","ARBOVIROSIS","TOTAL",48
2023-04-15,"PARAGUARI","Department","CHIKUNGUNYA","CONFIRMADO",154
2023-04-15,"PARAGUARI","Department","CHIKUNGUNYA","PROBABLE",27
2023-04-15,"PARAGUARI","Department","CHIKUNGUNYA","SOSPECHOSO",0
2023-04-15,"PARAGUARI","Department","CHIKUNGUNYA","TOTAL",181
2023-04-15,"PARAGUARI","Department","DENGUE","CONFIRMADO",3
2023-04-15,"PARAGUARI","Department","DENGUE","PROBABLE",1
2023-04-15,"PARAGUARI","Department","DENGUE","SOSPECHOSO",0
2023-04-15,"PARAGUARI","Department","DENGUE","TOTAL",4
2023-04-15,"Paraguay","National","ARBOVIROSIS","CONFIRMADO",0
2023-04-15,"Paraguay","National","ARBOVIROSIS","PROBABLE",0
2023-04-15,"Paraguay","National","ARBOVIROSIS","SOSPECHOSO",1735
2023-04-15,"Paraguay","National","ARBOVIROSIS","TOTAL",1735
2023-04-15,"Paraguay","National","CHIKUNGUNYA","CONFIRMADO",2941
2023-04-15,"Paraguay","National","CHIKUNGUNYA","PROBABLE",760
2023-04-15,"Paraguay","National","CHIKUNGUNYA","SOSPECHOSO",0
2023-04-15,"Paraguay","National","CHIKUNGUNYA","TOTAL",3701
2023-04-15,"Paraguay","National","DENGUE","CONFIRMADO",463
2023-04-15,"Paraguay","National","DENGUE","PROBABLE",87
2023-04-15,"Paraguay","National","DENGUE","SOSPECHOSO",0
2023-04-15,"Paraguay","National","DENGUE","TOTAL",550
2023-04-15,"Paraguay","National","DENGUE,CHIKUNGUNYA","CONFIRMADO",23
2023-04-15,"Paraguay","National","DENGUE,CHIKUNGUNYA","PROBABLE",0
2023-04-15,"Paraguay","National","DENGUE,CHIKUNGUNYA","SOSPECHOSO",0
2023-04-15,"Paraguay","National","DENGUE,CHIKUNGUNYA","TOTAL",23
2023-04-15,"PTE HAYES","Department","ARBOVIROSIS","CONFIRMADO",0
2023-04-15,"PTE HAYES","Department","ARBOVIROSIS","PROBABLE",0
2023-04-15,"PTE HAYES","Department","ARBOVIROSIS","SOSPECHOSO",73
2023-04-15,"PTE HAYES","Department","ARBOVIROSIS","TOTAL",73
2023-04-15,"PTE HAYES","Department","CHIKUNGUNYA","CONFIRMADO",35
2023-04-15,"PTE HAYES","Department","CHIKUNGUNYA","PROBABLE",1
2023-04-15,"PTE HAYES","Department","CHIKUNGUNYA","SOSPECHOSO",0
2023-04-15,"PTE HAYES","Department","CHIKUNGUNYA","TOTAL",36
2023-04-15,"PTE HAYES","Department","DENGUE","CONFIRMADO",8
2023-04-15,"PTE HAYES","Department","DENGUE","PROBABLE",1
2023-04-15,"PTE HAYES","Department","DENGUE","SOSPECHOSO",0
2023-04-15,"PTE HAYES","Department","DENGUE","TOTAL",9
2023-04-15,"PTE HAYES","Department","DENGUE,CHIKUNGUNYA","CONFIRMADO",0
2023-04-15,"PTE HAYES","Department","DENGUE,CHIKUNGUNYA","PROBABLE",0
2023-04-15,"PTE HAYES","Department","DENGUE,CHIKUNGUNYA","SOSPECHOSO",0
2023-04-15,"PTE HAYES","Department","DENGUE,CHIKUNGUNYA","TOTAL",0
2023-04-15,"SAN PEDRO","Department","ARBOVIROSIS","CONFIRMADO",0
2023-04-15,"SAN PEDRO","Department","ARBOVIROSIS","PROBABLE",0
2023-04-15,"SAN PEDRO","Department","ARBOVIROSIS","SOSPECHOSO",89
2023-04-15,"SAN PEDRO","Department","ARBOVIROSIS","TOTAL",89
